timestamp,open,close,change
2022-04-25,978.97,998.02,19.05
2022-04-22,1014.91,1005.05,-9.86
2022-04-21,1074.73,1008.78,-65.95
2022-04-20,1030.0,977.2,-52.8
2022-04-19,1005.06,1028.15,23.09
2022-04-18,989.03,1004.29,15.26
2022-04-14,999.29,985.0,-14.29
2022-04-13,981.075,1022.37,41.295
2022-04-12,997.64,986.95,-10.69
2022-04-11,980.4,975.93,-4.47
2022-04-08,1043.21,1025.49,-17.72
2022-04-07,1052.39,1057.26,4.87
2022-04-06,1073.47,1045.76,-27.71
2022-04-05,1136.3,1091.26,-45.04
2022-04-04,1089.38,1145.45,56.07
2022-04-01,1081.15,1084.59,3.44
2022-03-31,1094.57,1077.6,-16.97
2022-03-30,1091.17,1093.99,2.82
2022-03-29,1107.99,1099.57,-8.42
2022-03-28,1065.1,1091.84,26.74
2022-03-25,1008.0,1010.64,2.64
2022-03-24,1009.73,1013.92,4.19
2022-03-23,979.94,999.11,19.17
2022-03-22,930.0,993.98,63.98
2022-03-21,914.98,921.16,6.18
2022-03-18,874.49,905.39,30.9
2022-03-17,830.99,871.6,40.61
2022-03-16,809.0,840.23,31.23
2022-03-15,775.27,801.89,26.62
2022-03-14,780.61,766.37,-14.24
2022-03-11,840.197,795.35,-44.847
2022-03-10,851.45,838.3,-13.15
2022-03-09,839.48,858.97,19.49
2022-03-08,795.53,824.4,28.87
2022-03-07,856.3,804.58,-51.72
2022-03-04,849.1,838.29,-10.81
2022-03-03,878.77,839.29,-39.48
2022-03-02,872.13,879.89,7.76
2022-03-01,869.68,864.37,-5.31
2022-02-28,815.01,870.43,55.42
2022-02-25,809.23,809.87,0.64
2022-02-24,700.39,800.77,100.38
2022-02-23,830.43,764.04,-66.39
2022-02-22,834.13,821.53,-12.6
2022-02-18,886.0,856.98,-29.02
2022-02-17,913.26,876.35,-36.91
2022-02-16,914.05,923.39,9.34
2022-02-15,900.0,922.43,22.43
2022-02-14,861.57,875.76,14.19
2022-02-11,909.63,860.0,-49.63
2022-02-10,908.37,904.55,-3.82
2022-02-09,935.0,932.0,-3.0
2022-02-08,905.53,922.0,16.47
2022-02-07,923.79,907.34,-16.45
2022-02-04,897.22,923.32,26.1
2022-02-03,882.0,891.14,9.14
2022-02-02,928.18,905.66,-22.52
2022-02-01,935.21,931.25,-3.96
2022-01-31,872.71,936.72,64.01
2022-01-28,831.56,846.35,14.79
2022-01-27,933.36,829.1,-104.26
2022-01-26,952.43,937.41,-15.02
2022-01-25,914.2,918.4,4.2
2022-01-24,904.76,930.0,25.24
2022-01-21,996.34,943.9,-52.44
2022-01-20,1009.73,996.27,-13.46
2022-01-19,1041.705,995.65,-46.055
2022-01-18,1026.605,1030.51,3.905
2022-01-14,1019.88,1049.61,29.73
2022-01-13,1109.065,1031.56,-77.505
2022-01-12,1078.85,1106.22,27.37
2022-01-11,1053.67,1064.4,10.73
2022-01-10,1000.0,1058.12,58.12
2022-01-07,1080.37,1026.96,-53.41
2022-01-06,1077.0,1064.7,-12.3
2022-01-05,1146.65,1088.12,-58.53
2022-01-04,1189.55,1149.59,-39.96
2022-01-03,1147.75,1199.78,52.03
2021-12-31,1073.4444,1056.78,-16.664
2021-12-30,1061.33,1070.34,9.01
2021-12-29,1098.64,1086.19,-12.45
2021-12-28,1109.49,1088.47,-21.02
2021-12-27,1073.67,1093.94,20.27
2021-12-23,1006.8,1067.0,60.2
2021-12-22,965.66,1008.87,43.21
2021-12-21,916.87,938.53,21.66
2021-12-20,910.7,899.94,-10.76
2021-12-17,914.77,932.57,17.8
2021-12-16,994.5,926.92,-67.58
2021-12-15,953.21,975.99,22.78
2021-12-14,945.0,958.51,13.51
2021-12-13,1001.09,966.41,-34.68
2021-12-10,1008.75,1017.03,8.28
2021-12-09,1060.64,1003.8,-56.84
2021-12-08,1052.71,1068.96,16.25
2021-12-07,1044.2,1051.75,7.55
2021-12-06,1001.51,1009.01,7.5
2021-12-03,1084.79,1014.97,-69.82
2021-12-02,1099.06,1084.6,-14.46
2021-12-01,1160.695,1095.0,-65.695
2021-11-30,1144.37,1144.76,0.39
2021-11-29,1100.99,1136.99,36.0
2021-11-26,1099.47,1081.92,-17.55
2021-11-24,1080.39,1116.0,35.61
2021-11-23,1167.51,1109.03,-58.48
2021-11-22,1162.33,1156.87,-5.46
2021-11-19,1098.87,1137.06,38.19
2021-11-18,1106.55,1096.38,-10.17
2021-11-17,1063.51,1089.01,25.5
2021-11-16,1003.31,1054.73,51.42
2021-11-15,1017.63,1013.39,-4.24
2021-11-12,1047.5,1033.42,-14.08
2021-11-11,1102.77,1063.51,-39.26
2021-11-10,1010.41,1067.95,57.54
2021-11-09,1173.6,1023.5,-150.1
2021-11-08,1149.785,1162.94,13.155
2021-11-05,1228.0,1222.09,-5.91
2021-11-04,1234.41,1229.91,-4.5
2021-11-03,1177.33,1213.86,36.53
2021-11-02,1159.355,1172.0,12.645
2021-11-01,1145.0,1208.59,63.59
2021-10-29,1081.86,1114.0,32.14
2021-10-28,1068.305,1077.04,8.735
2021-10-27,1039.66,1037.86,-1.8
2021-10-26,1024.69,1018.43,-6.26
2021-10-25,950.53,1024.86,74.33
2021-10-22,895.5,909.68,14.18
2021-10-21,856.0,894.0,38.0
2021-10-20,865.35,865.8,0.45
2021-10-19,877.53,864.27,-13.26
2021-10-18,851.79,870.11,18.32
2021-10-15,823.7384,843.03,19.292
2021-10-14,815.49,818.32,2.83
2021-10-13,810.47,811.08,0.61
2021-10-12,800.93,805.72,4.79
2021-10-11,787.65,791.94,4.29
2021-10-08,796.21,785.49,-10.72
2021-10-07,785.46,793.61,8.15
2021-10-06,776.2,782.75,6.55
2021-10-05,784.7962,780.59,-4.206
2021-10-04,796.5,781.53,-14.97
2021-10-01,778.4,775.22,-3.18
2021-09-30,781.0,775.48,-5.52
2021-09-29,779.8,781.31,1.51
2021-09-28,787.2,777.56,-9.64
2021-09-27,773.12,791.36,18.24
2021-09-24,745.89,774.39,28.5
2021-09-23,755.0,753.64,-1.36
2021-09-22,743.5263,751.94,8.414
2021-09-21,734.79,739.38,4.59
2021-09-20,734.5577,730.17,-4.388
2021-09-17,757.15,759.49,2.34
2021-09-16,752.83,756.99,4.16
2021-09-15,745.0,755.83,10.83
2021-09-14,742.57,744.49,1.92
2021-09-13,740.2143,743.0,2.786
2021-09-10,759.6,736.27,-23.33
2021-09-09,753.41,754.86,1.45
2021-09-08,761.58,753.87,-7.71
2021-09-07,740.0,752.92,12.92
2021-09-03,732.2494,733.57,1.321
2021-09-02,734.5,732.39,-2.11
2021-09-01,734.08,734.09,0.01
2021-08-31,733.0,735.72,2.72
2021-08-30,714.715,730.91,16.195
2021-08-27,705.0,711.92,6.92
2021-08-26,708.31,701.16,-7.15
2021-08-25,707.03,711.2,4.17
2021-08-24,710.68,708.49,-2.19
2021-08-23,685.442,706.3,20.858
2021-08-20,682.85,680.26,-2.59
2021-08-19,678.21,673.47,-4.74
2021-08-18,669.7479,688.99,19.242
2021-08-17,672.66,665.71,-6.95
2021-08-16,705.07,686.17,-18.9
2021-08-13,723.71,717.17,-6.54
2021-08-12,706.34,722.25,15.91
2021-08-11,712.71,707.82,-4.89
2021-08-10,713.99,709.99,-4.0
2021-08-09,710.17,713.76,3.59
2021-08-06,711.9,699.1,-12.8
2021-08-05,716.0,714.63,-1.37
2021-08-04,711.0,710.92,-0.08
2021-08-03,719.0,709.74,-9.26
2021-08-02,700.0,709.67,9.67
2021-07-30,671.758,687.2,15.442
2021-07-29,649.79,677.35,27.56
2021-07-28,646.995,646.98,-0.015
2021-07-27,663.4,644.78,-18.62
2021-07-26,650.97,657.62,6.65
2021-07-23,646.36,643.38,-2.98
2021-07-22,656.4428,649.26,-7.183
2021-07-21,659.61,655.29,-4.32
2021-07-20,651.99,660.5,8.51
2021-07-19,629.89,646.22,16.33
2021-07-16,654.68,644.22,-10.46
2021-07-15,658.39,650.6,-7.79
2021-07-14,670.75,653.38,-17.37
2021-07-13,686.32,668.54,-17.78
2021-07-12,662.2,685.7,23.5
